nid,ngram,dm_to_dm, d_to_dm, dm_to_d, d_to_d, ngram_occur_num,total_paper_num, meme_score
8585,l-1,5,27,15,28298,23,28325,0.21278251773397405
8586,mol l-1 obtained,0,0,1,28325,1,28325,0.0
8587,auxiliary,4,38,22,28287,29,28325,0.11303089143865842
8588,exfoliation method,1,40,18,28285,19,28325,0.02101348940816089
8589,-11,0,80,28,28245,34,28325,0.0
8590,polymerization method,3,45,16,28280,20,28325,0.06569192177265759
8591,nanomos used modify,0,0,1,28325,1,28325,0.0
8592,excellent pec,0,0,2,28325,2,28325,0.0
8593,10 -10 1.0,0,0,1,28325,1,28325,0.0
8594,composite pani nanomos,0,0,1,28325,1,28325,0.0
8595,high sensitivity,56,646,122,27679,195,28325,0.13155140000843174
8596,detection fabricated,0,7,1,28318,2,28325,0.0
8597,-10,7,330,79,27995,113,28325,0.02863356931081298
8598,mol,19,249,92,28076,143,28325,0.11250639543843427
8599,simpleness,0,0,1,28325,1,28325,0.0
8600,relative standard,0,2,6,28323,7,28325,0.0
8601,-9 10,0,5,5,28320,5,28325,0.0
8602,deviation 2.9 2.0,0,0,1,28325,1,28325,0.0
8603,signal-on pec platform,0,0,1,28325,1,28325,0.0
8604,2.9 2.0 10,0,0,1,28325,1,28325,0.0
8605,light photoelectrochemical pec,0,0,1,28325,1,28325,0.0
8606,based polyaniline pani,0,0,1,28325,1,28325,0.0
8607,prepared simple,6,102,40,28223,54,28325,0.07150998290488018
8608,detection auxiliary,0,0,1,28325,1,28325,0.0
8609,linear response,4,52,23,28273,29,28325,0.08097855189823415
8610,mol l-1,0,8,8,28317,9,28325,0.0
8611,opened,8,398,73,27927,93,28325,0.024072211351585732
8612,modify gold electrode,0,0,1,28325,1,28325,0.0
8613,-10 1.0,0,0,1,28325,1,28325,0.0
8614,ultrasound,2,28,24,28297,28,28325,0.06684656355812009
8615,polyaniline pani nanomos,0,0,1,28325,1,28325,0.0
8616,simple ultrasound,0,1,2,28324,2,28325,0.0
8617,visible light photoelectrochemical,0,0,2,28325,2,28325,0.0
8618,material glutathione,0,0,1,28325,1,28325,0.0
8619,standard deviation,3,58,33,28267,45,28325,0.06135604010822855
8620,synthesized chemical oxidative,4,13,3,28312,8,28325,0.33321565166225353
8621,signal greatly,0,0,2,28325,2,28325,0.0
8622,3.1 10 -11,0,0,1,28325,1,28325,0.0
8623,enhanced pec,0,1,2,28324,2,28325,0.0
8624,bioassay,0,3,3,28322,4,28325,0.0
8625,pani synthesized chemical,0,0,2,28325,2,28325,0.0
8626,used modify,2,27,15,28298,18,28325,0.06661017946454839
8627,optimum conditions,0,20,16,28305,19,28325,0.0
8628,standard,147,1789,472,26536,744,28325,0.12038525340270358
8629,membrane showed,0,0,1,28325,1,28325,0.0
8630,deep uv,6,49,16,28276,25,28325,0.1515753025717257
8631,al2o3,11,184,97,28141,120,28325,0.07013716837132028
8634,indium oxide,21,154,47,28171,83,28325,0.22085453533542088
8637,narrow-band,1,240,24,28085,31,28325,0.004685355559941042
8640,al2o3 matrix,0,0,3,28325,3,28325,0.0
8641,oxide quantum dots,0,16,5,28309,5,28325,0.0
8642,synthesized indium oxide,0,2,1,28323,1,28325,0.0
8644,ion beam,21,135,56,28190,97,28325,0.24901832282805447
8645,ion,126,1176,435,27149,680,28325,0.15904625546195147
8646,matrix,141,1135,433,27190,693,28325,0.18906485244662666
8647,based ion,0,22,3,28303,3,28325,0.0
8648,oxide quantum,0,16,6,28309,6,28325,0.0
8651,uv,371,1876,631,26449,1128,28325,0.3280617269815707
8654,indium,321,1797,352,26528,798,28325,0.37548342155314945
8655,synthesized indium,0,5,3,28320,3,28325,0.0
8657,oxide,1174,3972,924,24353,2396,28325,0.6564083399875239
8660,shows band-selective nature,0,0,1,28325,1,28325,0.0
8661,narrow-band spectrum-selective,0,0,1,28325,1,28325,0.0
8662,makes highly suitable,0,2,2,28323,2,28325,0.0
8663,sequential implantation,0,0,1,28325,1,28325,0.0
8664,n-2 ions post-implantation,0,0,1,28325,1,28325,0.0
8665,responsivity external,1,58,14,28267,15,28325,0.01443671531958319
8666,performances high spectral,0,0,1,28325,1,28325,0.0
8667,ion-synthesized,0,0,1,28325,1,28325,0.0
8668,provides advantage,0,0,1,28325,1,28325,0.0
8669,electrical optical,112,1793,347,26532,540,28325,0.09013357131764813
8670,photodetector exhibits,0,96,26,28229,26,28325,0.0
8671,attracted tremendous,3,87,30,28238,35,28325,0.03524869168293705
8672,ions post-implantation,0,0,1,28325,1,28325,0.0
8673,report fabrication characterization,0,55,14,28270,16,28325,0.0
8674,detection essential realize,0,0,1,28325,1,28325,0.0
8675,band-selective,0,1,2,28324,2,28325,0.0
8676,maximum similar,0,6,9,28319,9,28325,0.0
8677,post-implantation,2,19,3,28306,7,28325,0.10600069539169275
8678,realize spectrally,0,0,1,28325,1,28325,0.0
8679,rejection,7,79,24,28246,39,28325,0.1229753849171325
8680,fabrication characterization high,0,0,2,28325,2,28325,0.0
8681,response shows band-selective,0,0,1,28325,1,28325,0.0
8682,narrow band,5,182,64,28143,73,28325,0.029261265058975538
8683,70 aw -1,0,0,1,28325,1,28325,0.0
8684,width half maximum,3,103,61,28222,76,28325,0.03348983746606937
8685,8400.,0,0,1,28325,1,28325,0.0
8686,synthesized al2o3,0,0,1,28325,1,28325,0.0
8687,width half,3,148,64,28177,79,28325,0.023305995928833007
8688,based ion-synthesized nanocrystals,0,0,1,28325,1,28325,0.0
8689,realizing visible-blind photodetector,0,0,1,28325,1,28325,0.0
8690,indium oxide in2o3,6,32,7,28293,16,28325,0.2740048921951834
8691,ultraviolet photodetector,4,91,14,28234,18,28325,0.04491633959925635
8692,quantum dots attracted,0,0,3,28325,3,28325,0.0
8693,corresponding rejection ratio,0,0,1,28325,1,28325,0.0
8694,implantation in+,0,0,1,28325,1,28325,0.0
8695,reaching 70 aw,0,0,1,28325,1,28325,0.0
8696,290 nm,0,1,3,28324,3,28325,0.0
8697,new approach,4,318,93,28007,113,28325,0.014504586743947962
8698,novel electrical,0,91,11,28234,12,28325,0.0
8699,optoelectronic performances high,0,0,1,28325,1,28325,0.0
8700,290,1,41,15,28284,19,28325,0.023957714835914308
8701,ratio visible,0,0,2,28325,2,28325,0.0
8702,wavelength detection,0,0,2,28325,2,28325,0.0
8703,oxide al2o3,0,7,8,28318,10,28325,0.0
8704,70,25,943,218,27382,286,28325,0.03306476637330767
8705,8400. high,0,0,1,28325,1,28325,0.0
8706,oxide in2o3 nanocrystals,0,0,1,28325,1,28325,0.0
8707,dependent quantum,0,0,2,28325,2,28325,0.0
8708,provide new,11,455,96,27870,121,28325,0.02888625090092
8709,band-selective nature,0,0,1,28325,1,28325,0.0
8710,size dependent quantum,0,0,1,28325,1,28325,0.0
8711,matrix sequential,0,0,1,28325,1,28325,0.0
8712,spectral response,13,186,70,28139,101,28325,0.09455077696067189
8713,region high 8400.,0,0,1,28325,1,28325,0.0
8714,in+ n-2,0,0,1,28325,1,28325,0.0
8715,in2o3,52,318,37,28007,115,28325,0.4605527189140291
8716,high spectral,3,90,33,28235,36,28325,0.03215898414144577
8717,nm bias,0,2,2,28323,3,28325,0.0
8718,visible region high,0,3,4,28322,4,28325,0.0
8719,design based,1,62,24,28263,27,28325,0.015352569760336754
8720,provides advantage tunable,0,0,1,28325,1,28325,0.0
8721,band-selective nature width,0,0,1,28325,1,28325,0.0
8722,properties result size,0,0,1,28325,1,28325,0.0
8723,excellent optoelectronic,24,497,127,27828,170,28325,0.061674508792178694
8724,high 8400. high,0,0,1,28325,1,28325,0.0
8725,-1 290 nm,0,0,1,28325,1,28325,0.0
8726,nanocrystals synthesized al2o3,0,0,1,28325,1,28325,0.0
8727,attention owing novel,0,0,3,28325,3,28325,0.0
8728,wavelength detection essential,0,0,1,28325,1,28325,0.0
8729,report fabrication,3,527,92,27798,110,28325,0.0064328728030003555
8730,n-2,12,214,94,28111,121,28325,0.06846803597892481
8731,ion-synthesized nanocrystals provide,0,0,1,28325,1,28325,0.0
8732,-1 290,0,0,1,28325,1,28325,0.0
8733,approach realizing,0,14,6,28311,6,28325,0.0
8734,excellent optoelectronic performances,0,17,7,28308,8,28325,0.0
8735,device design,8,212,68,28113,85,28325,0.04421765635583653
8736,ions post-implantation annealing,0,0,1,28325,1,28325,0.0
8737,responsivity external quantum,1,58,14,28267,15,28325,0.01443671531958319
8738,exhibits excellent optoelectronic,0,6,2,28319,3,28325,0.0
8739,electrical optical properties,71,1224,180,27101,301,28325,0.0910736331458138
8740,fabrication characterization,6,171,59,28154,75,28325,0.04146560805523839
8741,ultraviolet photodetector uv-b,0,0,1,28325,1,28325,0.0
8742,advantage tunable wavelength,0,0,1,28325,1,28325,0.0
8743,high performance photodetector,0,21,3,28304,3,28325,0.0
8744,based indium,0,22,10,28303,10,28325,0.0
8745,similar 60,0,61,30,28264,31,28325,0.0
8746,in2o3 nanocrystals embedded,1,1,0,28324,2,28325,0.16667843483377465
8747,sequential implantation in+,0,0,1,28325,1,28325,0.0
8748,nm responsivity reaching,0,0,1,28325,1,28325,0.0
8749,post-implantation annealing,1,16,3,28309,5,28325,0.04383951936328022
8750,practical,145,2457,530,25868,770,28325,0.07777494429163859
8751,spectral responsivity,3,64,16,28261,20,28325,0.04703125335833028
8752,embedded aluminium oxide,0,0,1,28325,1,28325,0.0
8753,photodetector exhibits excellent,0,0,1,28325,1,28325,0.0
8754,rejection ratio visible,0,0,1,28325,1,28325,0.0
8755,nanocrystals synthesized,1,44,31,28281,36,28325,0.02249555103632409
8756,nanocrystals embedded,6,68,21,28257,31,28325,0.1089044416543391
8757,spectrally,23,1005,71,27320,106,28325,0.03152825344572917
8758,based ion-synthesized,0,0,1,28325,1,28325,0.0
8759,rejection ratio,3,49,12,28276,18,28325,0.06911833797270692
8760,characterization high performance,0,0,2,28325,2,28325,0.0
8761,realizing,27,747,196,27578,238,28325,0.04192436285576159
8762,exhibits excellent,2,124,47,28201,56,28325,0.01756244935402492
8763,aluminium,11,118,52,28207,70,28325,0.11523272523031812
8764,advantage,26,999,299,27326,374,28325,0.03100445543684058
8765,attention,333,3116,687,25209,1119,28325,0.15411582464587817
8766,visible-blind,2,134,14,28191,20,28325,0.01709532177460827
8767,highly suitable practical,0,4,2,28321,2,28325,0.0
8768,8400. high performance,0,0,1,28325,1,28325,0.0
8769,selective photodetectors,0,0,1,28325,1,28325,0.0
8770,al2o3 matrices,0,0,1,28325,1,28325,0.0
8771,spectral response shows,0,0,1,28325,1,28325,0.0
8772,spectrally selective photodetectors,0,0,1,28325,1,28325,0.0
8773,region high,0,17,9,28308,11,28325,0.0
8774,visible-blind photodetector,0,2,2,28323,2,28325,0.0
8775,dependent quantum confinement,0,0,1,28325,1,28325,0.0
8776,realize,40,1120,326,27205,412,28325,0.042845799735589614
8777,band ultraviolet,0,9,4,28316,4,28325,0.0
8778,owing novel electrical,0,0,1,28325,1,28325,0.0
8779,in2o3 nanocrystals,1,6,4,28319,6,28325,0.09522800823771699
8780,highly suitable,0,25,14,28300,16,28325,0.0
8781,nanocrystals,571,2006,262,26319,907,28325,0.9039960875489099
8782,response shows,0,59,7,28266,7,28325,0.0
8783,matrices,9,251,88,28074,114,28325,0.044000036352303
8784,performance photodetector,1,80,13,28245,14,28325,0.010513510352087965
8785,tunable wavelength,0,60,19,28265,19,28325,0.0
8786,matrix sequential implantation,0,0,1,28325,1,28325,0.0
8787,suitable practical,0,10,5,28315,6,28325,0.0
8788,in+ n-2 ions,0,0,1,28325,1,28325,0.0
8789,spectral responsivity external,0,16,2,28309,2,28325,0.0
8790,in2o3 nanocrystals synthesized,0,0,1,28325,1,28325,0.0
8791,narrow,90,1390,363,26935,502,28325,0.08427707512595585
8792,aluminium oxide,4,20,11,28305,17,28325,0.21105337887102346
8793,dots attracted tremendous,0,0,1,28325,1,28325,0.0
8794,photodetector uv-b based,0,0,1,28325,1,28325,0.0
8795,tremendous,26,813,155,27512,195,28325,0.038199731667388485
8796,high 8400.,0,0,1,28325,1,28325,0.0
8797,similar 60 nm,0,5,6,28320,7,28325,0.0
8798,width,83,1452,399,26873,567,28325,0.07634257751922456
8799,spectrum-selective photodetectors,0,0,1,28325,1,28325,0.0
8800,uv-b,0,11,3,28314,4,28325,0.0
8801,makes highly,0,5,3,28320,3,28325,0.0
8802,optoelectronic performances,10,228,48,28097,65,28325,0.054735312510090554
8803,in+,0,0,2,28325,2,28325,0.0
8804,nanocrystals provide,0,72,3,28253,3,28325,0.0
8805,properties result,0,20,13,28305,14,28325,0.0
8806,high spectral responsivity,1,17,3,28308,4,28325,0.03331685789938217
8807,dots attracted,0,0,3,28325,3,28325,0.0
8808,characterization high,0,1,3,28324,4,28325,0.0
8809,nature width,0,0,1,28325,1,28325,0.0
8810,spectrally selective,1,10,6,28315,7,28325,0.05981427418320623
8811,attracted tremendous attention,0,35,17,28290,18,28325,0.0
8812,embedded,106,978,339,27347,521,28325,0.15894098029114023
8813,new approach realizing,0,0,2,28325,2,28325,0.0
8814,essential realize spectrally,0,0,1,28325,1,28325,0.0
8815,responsivity reaching,0,0,2,28325,2,28325,0.0
8816,shows band-selective,0,0,1,28325,1,28325,0.0
8817,nanocrystals embedded aluminium,0,0,1,28325,1,28325,0.0
8818,applications narrow-band,0,0,1,28325,1,28325,0.0
8819,n-2 ions,0,0,2,28325,2,28325,0.0
8820,advantage tunable,0,17,2,28308,2,28325,0.0
8821,tunable wavelength detection,0,0,1,28325,1,28325,0.0
8822,narrow band ultraviolet,0,0,1,28325,1,28325,0.0
8823,photodetector makes,0,0,2,28325,2,28325,0.0
8824,design based ion-synthesized,0,0,1,28325,1,28325,0.0
8825,tremendous attention,1,80,30,28245,33,28325,0.012015440402386248
8826,uv-b based,0,0,1,28325,1,28325,0.0
8827,290 nm bias,0,0,1,28325,1,28325,0.0
8828,optical properties result,0,0,2,28325,2,28325,0.0
8829,aw -1 290,0,0,1,28325,1,28325,0.0
8830,practical applications narrow-band,0,0,1,28325,1,28325,0.0
8831,provide new approach,0,5,4,28320,4,28325,0.0
8832,novel electrical optical,0,16,7,28309,8,28325,0.0
8833,realizing visible-blind,0,0,1,28325,1,28325,0.0
8834,detection essential,0,1,1,28324,2,28325,0.0
8835,aluminium oxide al2o3,0,1,3,28324,3,28325,0.0
8836,performance narrow band,0,0,2,28325,2,28325,0.0
8837,performances high,0,47,7,28278,7,28325,0.0
8838,sequential,8,237,94,28088,117,28325,0.039874032083420524
8839,result size,0,0,1,28325,1,28325,0.0
8840,uv-b based indium,0,0,1,28325,1,28325,0.0
8841,based indium oxide,0,0,1,28325,1,28325,0.0
8842,suitable practical applications,0,1,3,28324,3,28325,0.0
8843,implantation in+ n-2,0,0,1,28325,1,28325,0.0
8844,size dependent,1,43,14,28282,19,28325,0.024262363911756808
8845,nature,264,2964,762,25361,1185,28325,0.12342158566235059
8846,70 aw,0,0,1,28325,1,28325,0.0
8847,performance narrow,0,0,2,28325,2,28325,0.0
8848,high performance narrow,0,0,2,28325,2,28325,0.0
8849,essential realize,0,32,4,28293,4,28325,0.0
8850,ion-synthesized nanocrystals,0,0,1,28325,1,28325,0.0
8851,oxide al2o3 matrices,0,0,1,28325,1,28325,0.0
8852,embedded aluminium,0,0,1,28325,1,28325,0.0
8853,60,53,1633,357,26692,478,28325,0.04053946124429425
8854,corresponding rejection,0,0,1,28325,1,28325,0.0
8855,reaching 70,0,0,2,28325,2,28325,0.0
8856,half maximum similar,0,0,3,28325,3,28325,0.0
8857,60 nm,0,104,42,28221,51,28325,0.0
8858,maximum similar 60,0,0,1,28325,1,28325,0.0
8859,photodetector makes highly,0,0,1,28325,1,28325,0.0
8860,implantation,47,207,84,28118,162,28325,0.4137472945534546
8861,nanocrystals provide new,0,0,1,28325,1,28325,0.0
8862,band ultraviolet photodetector,0,0,1,28325,1,28325,0.0
8863,spectrum-selective,1,1,0,28324,2,28325,0.16667843483377465
8864,device design based,0,0,4,28325,4,28325,0.0
8865,approach realizing visible-blind,0,0,1,28325,1,28325,0.0
8866,realize spectrally selective,0,0,1,28325,1,28325,0.0
8867,selective,77,1109,340,27216,499,28325,0.09680429145884799
8868,narrow-band spectrum-selective photodetectors,0,0,1,28325,1,28325,0.0
8869,nature width half,0,0,1,28325,1,28325,0.0
8870,practical applications,35,794,202,27531,258,28325,0.05372481855285739
8871,oxide in2o3,6,32,7,28293,16,28325,0.2740048921951834
8872,nm responsivity,0,19,4,28306,6,28325,0.0
8873,performance photodetector makes,0,0,1,28325,1,28325,0.0
8874,synthesized al2o3 matrix,0,0,1,28325,1,28325,0.0
8875,owing novel,0,2,6,28323,6,28325,0.0
8876,ratio visible region,0,0,1,28325,1,28325,0.0
8877,photodetector uv-b,0,0,1,28325,1,28325,0.0
8878,tremendous attention owing,0,0,2,28325,2,28325,0.0
8879,responsivity reaching 70,0,0,1,28325,1,28325,0.0
8880,result size dependent,0,0,1,28325,1,28325,0.0
8881,al2o3 matrix sequential,0,0,1,28325,1,28325,0.0
8882,applications narrow-band spectrum-selective,0,0,1,28325,1,28325,0.0
8883,half maximum,3,120,76,28205,91,28325,0.027979040745416562
8884,corresponding,184,2663,776,25662,1094,28325,0.0878231261778817
8885,60 nm responsivity,0,0,1,28325,1,28325,0.0
8886,attention owing,3,131,29,28194,34,28325,0.02367981913029732
8887,monolayers grown,0,24,7,28301,7,28325,0.0
8892,improved luminescence properties,0,23,1,28302,1,28325,0.0
8893,mocvd,7,96,71,28229,100,28325,0.09523637414193459
8895,properties mos2,8,253,21,28072,30,28325,0.0387177294792586
8897,mos2 monolayers,5,145,16,28180,21,28325,0.03715277734184224
8898,improved luminescence,0,23,3,28302,3,28325,0.0
8902,monolayers,152,1275,154,27050,334,28325,0.24166016212470437
8903,growth parameters,3,88,48,28237,64,28325,0.041246246614607546
8904,grown mocvd,0,6,7,28319,9,28325,0.0
8907,pretreatment,0,27,11,28298,14,28325,0.0
8908,vapor deposition mocvd,2,56,35,28269,54,28325,0.048081140514907174
8909,decrease linewidth,0,1,3,28324,3,28325,0.0
8910,molybdenum hexacarbonyl,0,0,1,28325,1,28325,0.0
8911,important parameters,7,99,27,28226,41,28325,0.09347297071226254
8912,hexacarbonyl mo,0,0,1,28325,1,28325,0.0
8913,mo mco di-tert-butyl,0,0,1,28325,1,28325,0.0
8914,mco di-tert-butyl sulphide,0,0,1,28325,1,28325,0.0
8915,-1 e-2g raman,0,0,1,28325,1,28325,0.0
8916,relation growth parameters,0,0,1,28325,1,28325,0.0
8917,using molybdenum,0,1,3,28324,3,28325,0.0
8918,h-2 atmosphere,0,8,3,28317,3,28325,0.0
8919,precursor flow increases,0,0,1,28325,1,28325,0.0
8920,decrease linewidth raman,0,0,1,28325,1,28325,0.0
8921,hexacarbonyl mo mco,0,0,1,28325,1,28325,0.0
8922,deposition mocvd,2,58,40,28267,59,28325,0.04489930376912229
8923,precursor flow,0,3,7,28322,7,28325,0.0
8924,mco precursor flow,0,0,1,28325,1,28325,0.0
8925,resonances,36,326,122,27999,171,28325,0.14798300190204342
8926,dichalcogenides,362,1235,78,27090,450,28325,1.5538267693482022
8927,mco,0,0,1,28325,1,28325,0.0
8928,defect density optimized,0,0,1,28325,1,28325,0.0
8929,mco di-tert-butyl,0,0,1,28325,1,28325,0.0
8930,3.2 cm,0,0,4,28325,4,28325,0.0
8931,increases crystal grain,0,0,1,28325,1,28325,0.0
8932,relation,26,414,171,27911,237,28325,0.08369288645536077
8933,flow,76,837,274,27488,421,28325,0.13346188432389405
8934,tmdcs metalorganic,0,0,1,28325,1,28325,0.0
8935,discussed mocvd,0,0,1,28325,1,28325,0.0
8936,pl spectra,23,679,186,27646,248,28325,0.043195931916143744
8937,sulphide precursor,0,0,1,28325,1,28325,0.0
8938,work mos2,0,0,1,28325,1,28325,0.0
8939,represents,29,1278,182,27047,255,28325,0.029799890694367857
8940,maxima 3.2,0,0,1,28325,1,28325,0.0
8941,clear correlation grain,0,0,1,28325,1,28325,0.0
8942,linewidth,33,401,85,27924,146,28325,0.13361558728688402
8943,metalorganic chemical vapor,13,134,32,28191,71,28325,0.19160192426098455
8944,di-tert-butyl,0,3,2,28322,2,28325,0.0
8945,mocvd sapphire 0001,0,0,1,28325,1,28325,0.0
8946,e-2g,4,18,12,28307,17,28325,0.21575869653539553
8947,overall,57,1329,423,26996,560,28325,0.05362000116546815
8948,mocvd represents attractive,0,0,1,28325,1,28325,0.0
8949,tmdcs metalorganic chemical,0,0,1,28325,1,28325,0.0
8950,linewidth raman resonances,0,0,1,28325,1,28325,0.0
8951,overall pl spectrum,0,0,1,28325,1,28325,0.0
8952,optoelectronic applications-has,0,4,2,28321,2,28325,0.0
8953,60 mev,8,399,14,27926,25,28325,0.028856289653957513
8954,mos2 grown mocvd,0,0,1,28325,1,28325,0.0
8955,material layers,0,9,2,28316,5,28325,0.0
8956,electrical conductance,1,27,15,28298,18,28325,0.033305089732274196
8957,deposition mocvd represents,0,0,1,28325,1,28325,0.0
8958,substrates using molybdenum,0,0,1,28325,1,28325,0.0
8959,combined reduced,0,0,1,28325,1,28325,0.0
8960,intensity clear,0,36,4,28289,4,28325,0.0
8961,combined reduced mco,0,0,1,28325,1,28325,0.0
8962,intensity clear correlation,0,0,1,28325,1,28325,0.0
8963,correlation grain size,0,0,1,28325,1,28325,0.0
8964,indicate reduced defect,0,0,1,28325,1,28325,0.0
8965,pl intensity-one important,0,0,1,28325,1,28325,0.0
8966,metalorganic chemical,13,136,34,28189,73,28325,0.18365622627968092
8967,transition metal dichalcogenides,267,1109,72,27216,345,28325,1.0613693765199668
8968,mco precursor,0,0,1,28325,1,28325,0.0
8969,sulphide,6,148,45,28177,58,28325,0.047767457900551195
8970,order magnitude strongly,0,0,1,28325,1,28325,0.0
8971,60 mev overall,0,0,1,28325,1,28325,0.0
8972,work mos2 grown,0,0,1,28325,1,28325,0.0
8973,applications-has,0,4,2,28321,2,28325,0.0
8974,mocvd tmdcs,0,0,1,28325,1,28325,0.0
8975,mos2 grown,2,28,11,28297,13,28325,0.05985495869617385
8976,growth parameters photoluminescence,0,0,1,28325,1,28325,0.0
8977,magnitude strongly enhances,0,0,1,28325,1,28325,0.0
8978,large-scale 2d,0,15,1,28310,2,28325,0.0
8979,optoelectronic applications-has discussed,0,0,1,28325,1,28325,0.0
8980,di-tert-butyl sulphide precursor,0,0,1,28325,1,28325,0.0
8981,routes,18,745,157,27580,186,28325,0.027241778015868145
8982,prebake step h-2,0,0,1,28325,1,28325,0.0
8983,growth conditions,11,284,117,28041,160,28325,0.05059639389736476
8984,pl spectra width,0,0,1,28325,1,28325,0.0
8985,0001,31,374,91,27951,149,28325,0.1286331191548837
8986,hexacarbonyl,1,12,1,28313,2,28325,0.03332274198293616
8987,metal dichalcogenides,284,1126,74,27199,365,28325,1.145137020994011
8988,mev,117,1531,217,26794,392,28325,0.1285701486569738
8989,mode,194,1661,579,26664,899,28325,0.16954670632765295
8990,magnitude,151,2368,589,25957,845,28325,0.08331345886471944
8991,represents attractive routes,0,0,1,28325,1,28325,0.0
8992,parameters optoelectronic,0,41,14,28284,17,28325,0.0
8993,density optimized growth,0,0,1,28325,1,28325,0.0
8994,metal dichalcogenides tmdcs,19,210,50,28115,69,28325,0.11528205955746468
8995,conductance reported,0,0,1,28325,1,28325,0.0
8996,atmosphere combined,0,1,2,28324,2,28325,0.0
8997,h-2 atmosphere combined,0,0,1,28325,1,28325,0.0
8998,raman mode 60,0,0,1,28325,1,28325,0.0
8999,applications-has discussed,0,0,1,28325,1,28325,0.0
9000,-1 e-2g,0,0,1,28325,1,28325,0.0
9001,fabrication transition,0,0,1,28325,1,28325,0.0
9002,using molybdenum hexacarbonyl,0,0,1,28325,1,28325,0.0
9003,crystal grain size,0,10,3,28315,3,28325,0.0
9004,reduced mco precursor,0,0,1,28325,1,28325,0.0
9005,flow increases,0,3,3,28322,3,28325,0.0
9006,spectra width,0,35,2,28290,2,28325,0.0
9007,mo mco,0,0,1,28325,1,28325,0.0
9008,homogeneity electrical conductance,0,0,1,28325,1,28325,0.0
9009,indicate reduced,0,0,2,28325,2,28325,0.0
9010,important parameters optoelectronic,0,0,1,28325,1,28325,0.0
9011,maxima,29,362,97,27963,135,28325,0.10590082336867813
9012,mocvd sapphire,0,0,1,28325,1,28325,0.0
9013,optimized growth,1,15,12,28310,17,28325,0.06293628845085154
9014,recently relation growth,0,0,1,28325,1,28325,0.0
9015,homogeneity electrical,0,0,1,28325,1,28325,0.0
9016,grown mocvd sapphire,0,0,1,28325,1,28325,0.0
9017,chemical vapor deposition,290,1557,397,26768,795,28325,0.3492007858646208
9018,0001 substrates,0,38,9,28287,10,28325,0.0
9019,represents attractive,0,8,4,28317,5,28325,0.0
9020,important,710,5882,1379,22443,2401,28325,0.1660982430495857
9021,2d material,26,352,59,27973,87,28325,0.10150519241634931
9022,e-2g raman mode,0,0,1,28325,1,28325,0.0
9023,sapphire 0001 substrates,0,4,3,28321,3,28325,0.0
9024,order magnitude,18,806,204,27519,249,28325,0.026005371190819197
9025,precursor materials,0,7,6,28318,8,28325,0.0
9026,2d material layers,0,0,1,28325,1,28325,0.0
9027,clear correlation,0,6,6,28319,10,28325,0.0
9028,half maxima 3.2,0,0,1,28325,1,28325,0.0
9029,photoluminescence pl intensity-one,0,0,1,28325,1,28325,0.0
9030,parameters photoluminescence,0,1,2,28324,3,28325,0.0
9031,grain size order,0,3,2,28322,3,28325,0.0
9032,reduced mco,0,0,1,28325,1,28325,0.0
9033,cm -1 e-2g,0,0,1,28325,1,28325,0.0
9034,tmdcs,38,347,65,27978,104,28325,0.1640337795842079
9035,sapphire,76,526,132,27799,252,28325,0.26322722962552647
9036,pl intensity clear,0,0,1,28325,1,28325,0.0
9037,resonances pl,0,0,1,28325,1,28325,0.0
9038,attractive,140,2379,520,25946,733,28325,0.07546390449736579
9039,optimized growth conditions,1,13,7,28312,11,28325,0.06872572815533981
9040,half maxima,0,46,4,28279,4,28325,0.0
9041,pl intensity,9,224,131,28101,158,28325,0.04638388903954707
9042,enhances pl intensity,0,2,3,28323,3,28325,0.0
9043,large-scale 2d material,0,0,1,28325,1,28325,0.0
9044,parameters optoelectronic applications-has,0,0,1,28325,1,28325,0.0
9045,crystal grain,0,16,4,28309,5,28325,0.0
9046,metalorganic,31,266,70,28059,141,28325,0.22052324176297597
9047,transition metal,384,1501,157,26824,565,28325,0.8539138232145874
9048,3.2,6,201,83,28124,105,28325,0.03565869337122973
9049,spectra width half,0,0,1,28325,1,28325,0.0
9050,maxima 3.2 cm,0,0,1,28325,1,28325,0.0
9051,mo,33,431,82,27894,127,28325,0.11189136951366829
9052,sulphide precursor materials,0,0,1,28325,1,28325,0.0
9053,dichalcogenides tmdcs,24,220,59,28105,83,28325,0.14297259764499623
9054,mode 60,0,0,1,28325,1,28325,0.0
9055,reported recently relation,0,0,1,28325,1,28325,0.0
9056,pl intensity-one,0,0,1,28325,1,28325,0.0
9057,substrates using,22,318,155,28007,197,28325,0.08450258176086542
9058,dichalcogenides tmdcs metalorganic,0,0,1,28325,1,28325,0.0
9059,sapphire 0001,2,62,9,28263,14,28325,0.035822662774119086
9060,conductance,25,427,112,27898,164,28325,0.0816709131425379
9061,overall pl,0,1,4,28324,4,28325,0.0
9062,size order,0,7,6,28318,9,28325,0.0
9063,enhances pl,0,2,4,28323,4,28325,0.0
9064,e-2g raman,1,2,2,28323,3,28325,0.12000423654015888
9065,fabrication transition metal,0,0,1,28325,1,28325,0.0
9066,step h-2,0,0,1,28325,1,28325,0.0
9067,3.2 cm -1,0,0,1,28325,1,28325,0.0
9068,discussed mocvd tmdcs,0,0,1,28325,1,28325,0.0
9069,density optimized,0,0,2,28325,2,28325,0.0
9070,resonances pl spectra,0,0,1,28325,1,28325,0.0
